,answerKey,question,choices
5889,B,Where does a cow live?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['zoo', 'great outdoors', 'story book', 'stable', 'toy store'],
      dtype=object)}"
5890,E,A person who is well off is said to be what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reproduce', 'highest intelligent mammal', 'headache', 'talented',
       'affluent'], dtype=object)}"
5891,A,The newspaper was his was his only connection to the outside world while doing time where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['jail', 'floor', 'front door', 'reporter', 'porch'], dtype=object)}"
5892,B,"George thought that it was possibile to go faster than light.  He insisted.  However, all known science said that this was what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['impossibility', 'impossibility', 'impossible', 'unlikely',
       'cant do'], dtype=object)}"
5893,C,The hamburgers were flame-broiled so where were they served?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mcdonald', 'cooked on grill', 'burger king',
       'fast food restaurant', 'hockey game'], dtype=object)}"
5894,B,Where do people sit outside on bleachers?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gymnasium', 'sporting event', 'seat with view', 'pharmacy',
       'picnic'], dtype=object)}"
5895,E,"Even though he was committing murder in self defense at the time, he still had what about having had done it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['killing', 'dread', 'dying', 'fear', 'regret'], dtype=object)}"
5896,C,What might someone not wanting a hamburger want?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sandwiches', 'resturant', 'pizza', 'fast food restaurant',
       'mouth'], dtype=object)}"
5897,E,Where do students use a pen?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""friend's house"", 'paper', 'office supply store', 'pocket',
       'classroom'], dtype=object)}"
5898,A,If a person strives for happier circumstances in what is it called?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['american dream', 'better life', 'complimented', 'headache',
       'own house'], dtype=object)}"
5899,A,Billy was at an hold wood and stone cabin.   He found potatoes growing through the floorboards.  Where might the potato plants be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['root cellar', 'underground cellar', 'pantry', 'casserole',
       'restaurants'], dtype=object)}"
5900,E,How does someone go about getting in shape?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['losing weight', 'sweat', 'triangle', 'good health', 'exercise'],
      dtype=object)}"
5901,D,"He had said he would cook dinner, but first he needed to what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hungry', 'buy a kitchen', 'buy food', 'buy groceries', 'eat food'],
      dtype=object)}"
5902,D,"Billy cared about his opponent, in spite of their disagreements.  Because of that, when he lost the primary, Billy began to do what for him?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['proponent', 'supporter', 'falling down', 'advocate',
       'dig up skeletons'], dtype=object)}"
5903,E,This person has lots of friends what do they rank high in?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['busy', 'accomplish goals', 'get laid', 'compliments',
       'popularity'], dtype=object)}"
5904,C,What common plant doesn't need water?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['drowning', 'grass', 'cactus', 'surface of earth', 'blizzard'],
      dtype=object)}"
5905,B,"Nowadays people have smart ones, but at one time it was cutting edge to have a tiny calculator on your what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mobile phone', 'wristwatch', 'briefcase', 'office', 'desktop'],
      dtype=object)}"
5906,E,"His therapist said he had to get out there and begin socialising, it was the only was to start what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['conflicts', 'having fun', 'jealousy', 'getting out there',
       'friendships'], dtype=object)}"
5907,E,Where could you find a toilet that anyone can use?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bathroom', 'apartment', 'stall', 'hospital', 'rest area'],
      dtype=object)}"
5908,E,How does water become ice?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['become water', 'cool drink', 'cool off', 'melt', 'form crystals'],
      dtype=object)}"
5909,A,"Since we aren't immortal, people should what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['expect to die', 'pay bills', 'buy pets', 'stay in', 'eat corn'],
      dtype=object)}"
5910,B,Where can you find pamphlets regarding diseases and ailments?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['theaters', 'health department', 'library', 'drawer', 'mail box'],
      dtype=object)}"
5911,A,Where might I find unusual varieties of roses?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['botanic garden', 'flower garden', 'backyard', 'supermarket',
       'outdoors'], dtype=object)}"
5912,D,Where would be able to get a bbq meal away from home?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['backyard', 'louisiana', ""neighbor's house"", 'restaurant', 'ribs'],
      dtype=object)}"
5913,C,There was a cloud or two out but overall it was very what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clear sky', 'eat cake', 'sunny', 'bringing rain', 'sunshine'],
      dtype=object)}"
5914,B,"After loading up his plate with all the food, what did he look for to wash it all down?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['falling down', 'cup', 'fork', 'food', 'bowl'], dtype=object)}"
5915,C,What must elementary school students do when they are going into class?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['think for himself', 'answer question', 'wait in line',
       'speak a foreign language', 'cross road'], dtype=object)}"
5916,E,"They were baking together, the instructions called for sugar so they got it out of the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hallway', 'every home', 'candy bar', 'soda pop', 'cupboard'],
      dtype=object)}"
5917,A,What is the world full of?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['countries', 'thought', 'water', 'universe', 'galaxy'],
      dtype=object)}"
5918,B,In what environment would you expect to find a shark?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sea world', 'deep ocean', 'maritime museum', 'pet store',
       'great barrier reef'], dtype=object)}"
5919,A,What cannot happen to you while you are sleeping?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have fun', 'dreams', 'nightmares', 'relaxation', 'bad dreams'],
      dtype=object)}"
5920,B,If two people have a common goal how can they accomplish that goal?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['agree with each other', 'work together', 'make love', 'have fun',
       'shake hands'], dtype=object)}"
5921,A,Sarah's dress was very loose. She preferred that.  She didn't like showing off her curves. What type of clothes would she not wear?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['close fitting', 'form fitting', 'compact', 'faithful', 'discreet'],
      dtype=object)}"
5922,A,"When you got on the sleighing ride you were only headed one way, and that way was what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['going down hill', 'confusion', 'death', 'straight away',
       'kissing'], dtype=object)}"
5923,B,What is a genius likely to be in all subjects?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['virtuous', 'exceptional', 'ordinary', 'advantageous',
       'sufficient'], dtype=object)}"
5924,A,Where would a cat be digging for a mouse?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['compost pile', 'floor', 'hostel', 'milky way galaxy',
       'back alley'], dtype=object)}"
5925,E,Where would you put coins if you want to bring them with you?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['medium', 'water fountain', 'wishing well', 'desk', 'purse'],
      dtype=object)}"
5926,C,What would you use if you wanted to make some columns of numbers?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['roman architecture', 'whitehouse', 'spreadsheet', 'bridge',
       'pantheon'], dtype=object)}"
5927,E,What would call playing fetch with a small dog?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sun', 'chase', 'dog show', 'fair', 'game'], dtype=object)}"
5928,B,"John likes Disney films and there was nothing good on, so he decided to see what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['disneyland', 'movie', 'drawer', 'cabinet', 'microwave'],
      dtype=object)}"
5929,B,How would a child learn to gain the skill of riding a bike without training wheels?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pedalling', 'practice', 'good balance', 'sense of balance',
       'doing wheelies'], dtype=object)}"
5930,B,"The whole family was playing cards, they were full of joy and what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sadness', 'happiness', 'amusement', 'losing money', 'anger'],
      dtype=object)}"
5931,B,Artie Shaw became famous playing a clarinet in what outfit?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['orchestra', 'jazz band', 'rock band', 'music store',
       'music studio'], dtype=object)}"
5932,B,Where is the most likely place for more than one stadium?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['college town', 'large city', 'conducting olympic games', 'greece',
       'rome'], dtype=object)}"
5933,D,Bob destroyed Wendy's favorite toy. Wendy isn't sad because she believes she can do what to it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['raise', 'make', 'reincarnate', 'repair', 'build'], dtype=object)}"
5934,E,When you see new people move in next door you might find it what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new friends', 'new experience', 'look around',
       'change of surroundings', 'interesting'], dtype=object)}"
5935,E,"Jenny answered the phone because this was what she did for a living.   She took a message and passed it on.  It was important, about a big project.  Where might Jenny be?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""friend's house"", 'hotel', 'school', 'party', 'office'],
      dtype=object)}"
5936,C,What would someone do have fun at a winter party outside?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['find place to party', 'nothing in paticular', 'wrap up', 'drink',
       'do enjoy'], dtype=object)}"
5937,A,"He was jealous of the winner, his eyes were what with envy?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['green', 'see light', 'blue', 'brown', 'red'], dtype=object)}"
5938,A,What can insects jump through?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['air', 'field', 'rock', 'log', 'water'], dtype=object)}"
5939,D,"He was eating too much while no exercising enough, what did he suffer as a result?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hungry', 'gas', 'obesity', 'gain weight', 'feeling full'],
      dtype=object)}"
5940,A,Bar service is a very important part of what kind of celebration?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wedding', 'entertainment', 'hotel', 'train', 'pool party'],
      dtype=object)}"
5941,E,"The special interest group spent millions convincing young people they were changing society, but really they were just keeping people in two party lines and were just after their what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['social activism', 'social disruption', 'change yourself', 'riots',
       'vote'], dtype=object)}"
5942,D,Where would a lizard surprise a person?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new mexico', 'forrest', 'dessert', 'garden', 'creek'],
      dtype=object)}"
5943,D,Where would you put a book after you buy it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['discount store', 'ground', 'university', 'house', 'antique store'],
      dtype=object)}"
5944,E,Jane read all of the related literature before she went into the room to speak with the others. Where did she keep her literature?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['meeting', 'conference', 'public library', 'bag', 'shelf'],
      dtype=object)}"
