,premise,hypothesis,label
7658,The kid is sliding down a tan plastic slide.,The child is at a park.,1
7659,Students in matching uniforms in a city stand in groups.,Students are playing kickball.,2
7660,A white man is seen in a swimming pool floating above many floating devises.,A man floats in the water.,0
7661,The woman is all dressed in blue and standing under a blue sky.,A photographer's model is dressed in similar colors of the blue sky she is under.,1
7662,A guy is being double teamed in basketball.,Two big guys are pushing up on one guy.,1
7663,A man in a red shirt with sunglasses playing an accordion outside of a clothes shop.,The man wearing red is playing an instrument outside.,0
7664,A man with a dropped alcoholic beverage has fallen on the sidewalk while his female companion is attempting to help him up with a smile on her face.,Two drunk people are having problems with a sidewalk.,1
7665,A family prepares to ride on the water.,The boat might sink.,1
7666,The victorian building is surrounded by trees.,The building is by a lake.,1
7667,A dog walks in the grass towards a dog lying down.,Two dogs are in the grass.,0
7668,Two people on a hockey field fighting.,Two hockey players get into a fight.,0
7669,A family is sitting on a blanket in a grass field along with other families.,A group of families gathered for a picnic in a field.,1
7670,Many people crowded on some sort of public transportation.,The transportation vehicle has no passengers.,2
7671,People walking down the sidewalk past a homeless man with a blanket.,A man has a blanket.,0
7672,Two soccer players wait to compete on an outdoor field in front of a crowd of people watching in the stands in the background.,The crowd is indoors.,2
7673,Two young girls at the beach.,Two young girls at the ocean.,1
7674,Two brunette ladies walking wearing white flowing dress passes by a huge billboard of a father and son playing golf.,Two women are walking outside,0
7675,Two boys are doing tricks on their skateboards at a skateboard park.,Boys are riding scooters,2
7676,Two people run along a beach with seagulls,Two people running along on a beach as seagulls fly overhead ocean.,1
7677,Three boys are playing Monopoly on the table.,Some boys are playing a game,0
7678,A man wearing a balloon hat and a grassy shirt holds up two large paper dolls.,The dolls are funny looking,1
7679,Two people are together and one of them is using a microphone.,The people are cooking.,2
7680,Three people work to move a heavy cylindrical object with pulleys.,People are using a pulley to move a heavy object.,0
7681,"A scottish band, whose members are dressed in kilts, marching in front of onlookers, playing bagpipes.",A scottish band is passed out after heavy drinking.,2
7682,A woman in a red shirt and white skirt playing tennis with a blue racket.,There is one woman in this picture.,0
7683,One Indian lady at a weave making a blanket.,Three Indiana women are weaving.,2
7684,woman tennis player in a green and red dress balancing a ball on the racket.,the woman is a tennis player,0
7685,"Three people, wearing orange and black jumpsuits, are working, one is climbing the pole while the other two are on the ground with a business in the background.",the people are laborers,1
7686,A baby wearing a red knit cap is sitting on the floor with a finger in his mouth.,The red hat is soft.,0
7687,Man taking a break under a umbrella leaning against truck.,A man rests under a truck.,2
7688,Kids are making a line behind a man with white& black shorts that is wearing a orange hat.,Children ran in a circle around the man.,2
7689,Two men maneuvering pieces of wood on top of a vehicle.,Two women cannot lift steel beams into the back of their car.,2
7690,An overhead view of a guy rock climbing.,The guy has chalk on his hands.,1
7691,A young toddler waves an American flag near a lamp post.,The toddler is in a swimming pool.,2
7692,A man in a green hat and white t-shirt jumping on a sandy hill.,A naked girl jumps off a cliff.,2
7693,A BIG BOX of coloring supplies in front of a little girl wearing bunny ears.,The girls are pretending to be bunnies.,1
7694,Children interact with a young bovine.,The kids play with the pig in the mud.,-1
7695,A man steps off a rock outcropping in the desert.,Someone steps off a rock outcropping in the desert.,0
7696,A holy figure in a city is talking to a tourist while a boy watches in the background.,A holy figure is outside.,0
7697,Chinese people are eating and watching people make food.,People are eating and watching food being prepared.,0
7698,Customers look at products during an open air market of fruit and vegetables.,Customers are looking at the horses during an open air market of fruit and vegetables.,2
7699,Teams in two-man Kayaks paddle towards a rapids in a Powerade sponsored event.,A group of people are outdoors.,0
7700,A person covered in soapy water is getting cleaned off.,A person is getting washed up before dinner.,1
7701,A girl in a purple shirt and pink headband posing,A girl is posing for her modelling headshot photo.,1
7702,"A white man in a white and black t-shirt, white khaki pants, and black shades is waving his arms and standing in front of a white fence of what looks like an Asian property with pointy roofs, a red flag on a tall pole, and pink flowers.",A black woman is standing in front of an old Victorian home.,2
7703,A bald man moves up a step out of the sunlight into the shade followed by a shirtless man with a yellow bag over his shoulder.,A man is sitting down.,2
7704,A little girl is playing with colorful dolls.,A little girl is at a doctor's appointment.,2
7705,A caucasian man wearing a short-sleeved black shirt and a dark-skinned woman wearing a sleeveless dress are working at a conveyor.,An American and an Hispanic worked at the clothing store.,2
7706,"People are walking on the street, and cars are standing on the intersection for the red light.","The cars run over all the people and the baby screams, ""Yes!""",2
7707,"A little black boy is smiling, and holding a bowl something in it.",A dark skin child is happy,0
7708,A female gymnast is doing a flip as is captured in the photo with her feet in the sky and he head towards the ground.,A gymnast is competing against many people.,1
7709,man herding oxen on the beach,A group of animals are near the water.,0
7710,people are playing a carnival game.,A carnival game is being played.,0
7711,A boy on a skateboard grinding down a handrail.,The boy is on a bicycle.,2
7712,"A black girl in a purple jacket is looking at a book, as she sits on a colorful chair.",There is a girl browsing books,0
