,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
6951,anetv_Y7gywSk5i0M,17869,She does a flip in air. She,She does a flip in air.,She,gold,dismounts two times and then twirls.,dismounts from the beam as friends flip and walk in the sand in a dirt pool.,lands on the ground.,uses her child to do a spin.,2
6952,anetv_qNE6ju5dRc0,14982,Man is siting in front of table giving the nees talking about a kayaker girl. a lot of people,Man is siting in front of table giving the nees talking about a kayaker girl.,a lot of people,gold,are gathered in a pier next to a lake with a lot of people kayaking.,are in the street watching the shiner play.,are gathered around a table watching and standing here and making a glaze.,are walking down the slope onto a exercise machine.,0
6953,lsmdc3014_CAPTAIN_AMERICA-5387,4688,"As the other men reassemble, someone walks up to the flagpole. Someone","As the other men reassemble, someone walks up to the flagpole.",Someone,gold,"removes two pins at the base of the flagpole, tipping it over.",points into the shallow chamber.,turns to look at someone.,points their flaming swords at painted stone.,0
6954,anetv_-NndIs9BaS4,3390,Man is standing in a gren field and start jumping the rope. man,Man is standing in a gren field and start jumping the rope.,man,gen,is holding onto a field attached to the rope by doing several jump rope maneuvers.,is riding around a large lake in a field doing tricks.,is running and throwing the javelin.,is throwing a stick where a flying leg jumps around on a green field.,1
6955,lsmdc1043_Vantage_Point-89397,17130,People wheel someone's gurney over to the ambulance. Someone,People wheel someone's gurney over to the ambulance.,Someone,gold,"is behind the wheel, running around wildly.",notices the station ticket gun.,sleeps on her back wearing her life jacket over her lap.,runs up to them.,3
6956,lsmdc3031_HANSEL_GRETEL_WITCH_HUNTERS-1737,9938,She casts a spell with her wand. Someone,She casts a spell with her wand.,Someone,gold,"looks on, whimpering.",catches her in two air and turns her.,holds out his cane.,turns off the lights.,0
6957,anetv_8VYre-lXqIo,6124,A pregnant woman is slowly moving in a room. She,A pregnant woman is slowly moving in a room.,She,gold,stops abruptly and gets off the bed.,moves side to side as she goes.,"is underwater, swimming on the surface.",starts by playing drums and interact.,1
6958,anetv_Fyi7pbkKk7w,11754,He stuffs a tire with logs of wood. He,He stuffs a tire with logs of wood.,He,gold,show how to give it a dirty hoagie drill.,guards cuts it.,uses an ax to chop the wood one log at a time.,sets someone's feet in the floor of his car.,2
6959,anetv__5UtmlGMIUc,13208,He starts shaving his leg with a shaver. He,He starts shaving his leg with a shaver.,He,gold,uses the razor to shave his face.,begins to shave it while a tattoo needle cut towards his face.,pulls up his pants and starts shaving his other leg.,takes out his brush and shaves his beard.,2
6960,lsmdc0020_Raising_Arizona-57269,11693,Someone is entering with someone. He,Someone is entering with someone.,He,gen,adjusts the overnight case.,"pulls up in, hands routine.",moves toward the glass door.,gazes at her tenderly.,3
6961,lsmdc1011_The_Help-78610,18307,Someone wanders unsteadily into the powder room. People,Someone wanders unsteadily into the powder room.,People,gen,approaches someone at someone's desk.,are crouched amongst the other mourners.,go down the stairs.,fuss over someone's magazine.,2
6962,anetv_ofZURf7w9wk,11354,A girl interviews with the camera. Then she,A girl interviews with the camera.,Then she,gen,shows a hockey game.,is instructing the kids as women stand and watch.,makes ice class drinks from these cups and puts a notebook into the ice pack.,begins playing the drums while demonstrating how to score the dirt after scoring.,1
6963,anetv_GBFRHM7i-NQ,19998,Several people run around the bull inside the pit. The people,Several people run around the bull inside the pit.,The people,gold,continue riding and chasing themselves around the area and checking their toothbrushes.,are dumbstruck by clip from some bulls practicing.,hold the bulls to begin fighting while the bull chases them down a fight.,continue to run around as the bull grows more violent.,3
6964,lsmdc1061_Harry_Potter_and_the_deathly_hallows_Disk_Two-99658,4531,He looks down at her. He,He looks down at her.,He,gold,glances at the music as she cautiously approaches.,shakes his head and paces a little.,"moves forward, alternating his shoulders.",turns and leaves his desk.,3
6965,lsmdc0041_The_Sixth_Sense-67986,6444,His movements are slow and strained. He,His movements are slow and strained.,He,gen,types on his computer.,begins to slowly rip it through someone's bent legs.,feels his way to the front door.,removes the vintage typewriter.,2
6966,lsmdc3032_HOW_DO_YOU_KNOW-2487,9540,Someone and someone sit on a bench. He buries his face in his hand and she,Someone and someone sit on a bench.,He buries his face in his hand and she,gold,lifts her head to meet the bereaved eyes with her eyes closed.,wraps her arm around him.,goes to the bus.,pulls away when he makes a call.,1
6967,lsmdc3028_GHOST_RIDER_SPIRIT_OF_VENGEANCE-13103,3757,Someone shifts her worried gaze. Someone,Someone shifts her worried gaze.,Someone,gold,returns the tray to his men lighting the exit.,"nods, then smiles and withdraws her hands as she absently bites her lip.",nods for her to follow.,watches someone with a scowl.,2
6968,lsmdc1037_The_Curious_Case_Of_Benjamin_Button-86945,2932,Sallow - skinned someone watches from the bed as someone leafs through the postcards. Someone,Sallow - skinned someone watches from the bed as someone leafs through the postcards.,Someone,gold,walks into a room and raises the ax.,flips another postcard over and reads it.,slumps miserably and stares into the roots.,waves his hand at the american policemen.,1
6969,lsmdc3090_YOUNG_ADULT-43974,15188,"She smiles and tilts her head. Grinning, she",She smiles and tilts her head.,"Grinning, she",gen,lays the blanket over someone.,tries to hold it for him.,envelops his face with someone that they mix as she caresses someone's face.,kisses him again and looks up from the wine cup.,3
6970,anetv_c3vEqTcKPsU,3826,A journalist is interviewing a basketball player in a court. man,A journalist is interviewing a basketball player in a court.,man,gold,is polishing the wooden floor.,is dressed up in a blue shirt.,is sitting back to the table watching the two pong.,is doing crunches in the choreography.,0
6971,anetv_CdwgIN9FkdY,12408,"A man, alone in a room demonstrates two arm pulls with an elastic band attached to a white pole in a room, while he kneels on a blue gym mat. A man in grey shorts and black sneakers","A man, alone in a room demonstrates two arm pulls with an elastic band attached to a white pole in a room, while he kneels on a blue gym mat.",A man in grey shorts and black sneakers,gold,begins talking to himself and about trying to demonstrate how to take your break stilts.,walking around while a bike trailer sits on the other side of the trail.,kneels on a blue gym mat in the corner of a room and pulls and elastic band from behind him with his arms.,begins strumming the guitar in front a the mirror in an exercise room by the end of the hallway of a smart room.,2
6972,lsmdc0010_Frau_Ohne_Gewissen-51358,14667,"He drops the crutches off the train onto the tracks, then quickly swings his body over the rail. Someone","He drops the crutches off the train onto the tracks, then quickly swings his body over the rail.",Someone,gen,reaches up and tugs at his collar.,lunges back weakly into his crotch and starts to kick at tight circles.,rushes to join someone and brings him into an gravel pit in which he'd hidden.,flies over the bell showing them flinging envelopes and people.,0
6973,lsmdc3025_FLIGHT-11960,11390,Someone looks at her for a moment. Someone,Someone looks at her for a moment.,Someone,gen,turns and stares toward the mirror.,gives a calming nod.,rises and stares down at him with a puzzled expression.,moves back in the doorway.,2
6974,anetv_vYHtmvftHoU,15253,He walks out to the water and begins surfing. A number of surfers,He walks out to the water and begins surfing.,A number of surfers,gold,join him in the water.,"appear on a slope of chinese kayakers, looking at a camera which illuminate the water.",are shown in the pool where staring looking at the scenery.,are being fired by the boat.,0
6975,lsmdc1007_Spider-Man1-74344,9625,"Someone holds it towards him. He ducks, it",Someone holds it towards him.,"He ducks, it",gen,cautiously glances up to see it crammed with its locket - shaped collection.,comes to someone's mouth again before he can stand and bobs his head.,explodes inside the truck which shatters.,falls into a hole in the half and fish.,2
6976,anetv_aDhbXceBwHw,5255,One man pretends to fight a sumo wrestler and is pushed to the side very easily. The other man,One man pretends to fight a sumo wrestler and is pushed to the side very easily.,The other man,gen,cheer them on again.,throws the wrestler at the floor.,make a white flip until the peg the final position and the person on the right wins.,takes a mascot but they win.,1
6977,lsmdc0014_Ist_das_Leben_nicht_schoen-54340,15215,As someone passes someone's wheelchair he pushes the old man's shoulder. The goon,As someone passes someone's wheelchair he pushes the old man's shoulder.,The goon,gold,comes out of the shot.,puts out a restraining hand.,"hits the ground, stops and looks jauntily about in his fear.","sits on the back of the chair, a canister in his chair.",1
